Time,JUNCTION-16,JUNCTION-20,JUNCTION-30,JUNCTION-45,JUNCTION-90,JUNCTION-23,416-B
2.208730625002481407e+00,2.633140902744868868e+02,2.633980199136642568e+02,2.648598307054963925e+02,3.513387941099318823e+02,2.434587756789125876e+02,2.651279659710502301e+02,2.952615162244891280e+02
2.213964583829501453e+00,2.633141221517028612e+02,2.633995976854469632e+02,2.648655607382519861e+02,3.513398645004310765e+02,2.431781403049276093e+02,2.651309458192268380e+02,2.952565915263699026e+02
2.219198542656521500e+00,2.633141228903346018e+02,2.634053484701717025e+02,2.648675416518938732e+02,3.513562261670642215e+02,2.429253859226855070e+02,2.651301329953022901e+02,2.952650001734066336e+02
2.224432501483541547e+00,2.633141365383560810e+02,2.634058231390297351e+02,2.648648344237383299e+02,3.513516462354344867e+02,2.426805394438160022e+02,2.651260979580360981e+02,2.956007782806856881e+02
2.229666460310561593e+00,2.633141544048191918e+02,2.634063000914658232e+02,2.648684455467571865e+02,3.512805172924153680e+02,2.423953828986479664e+02,2.651286099780106724e+02,2.955954166512128722e+02
2.234900419137581640e+00,2.633141736756314231e+02,2.634049596147817738e+02,2.649283235772757052e+02,3.512254204228627259e+02,2.420548646158187864e+02,2.651289788846935949e+02,2.956056457010936924e+02
2.240134377964601686e+00,2.633141779094502226e+02,2.634051792373583112e+02,2.649086983485820497e+02,3.511969615441822725e+02,2.417266280881516991e+02,2.651260857886149438e+02,2.955361961261280612e+02
2.245368336791621733e+00,2.633141787508945981e+02,2.634092184906114085e+02,2.648975534132982261e+02,3.511950085336789584e+02,2.413870486939599971e+02,2.651226230227931637e+02,2.955348388334528522e+02
2.250602295618642223e+00,2.633141947103313214e+02,2.634094784287169659e+02,2.648559232850751641e+02,3.511954775811968830e+02,2.410701853059759117e+02,2.651163172158583166e+02,2.955254832140250301e+02
2.255836254445662270e+00,2.633142122689156395e+02,2.634076603263723655e+02,2.648278974904773122e+02,3.506782663794174937e+02,2.407523805488093274e+02,2.651263047424891965e+02,2.955178036075707837e+02
2.261070213272682317e+00,2.633142167598522292e+02,2.634101046525127572e+02,2.647837139751456448e+02,3.506805824761689792e+02,2.404483976234768079e+02,2.651102866511033653e+02,2.950250533608312935e+02
2.266304172099702363e+00,2.633142198532061684e+02,2.634082744250973747e+02,2.647498564403630326e+02,3.506854732229145952e+02,2.401308211968257353e+02,2.651353383811713798e+02,2.950199240840082098e+02
2.271538130926722410e+00,2.633142457902482647e+02,2.634086445545495963e+02,2.647081531077835166e+02,3.506762509731527189e+02,2.398428983475239704e+02,2.651355728268539451e+02,2.950261134373597542e+02
2.276772089753742456e+00,2.633142651143569424e+02,2.634086602004883275e+02,2.646689126650400112e+02,3.497672728295561342e+02,2.395668576988356335e+02,2.651473600441285043e+02,2.950256613427607704e+02
2.282006048580762503e+00,2.633142933116853328e+02,2.634089679181398083e+02,2.646490801819032299e+02,3.497834999576987798e+02,2.393121097273838700e+02,2.651503641044212713e+02,2.950156352097873196e+02
2.287240007407782549e+00,2.633143222116391371e+02,2.633957426593422610e+02,2.646166379229233598e+02,3.497611939631064502e+02,2.390738338177274898e+02,2.651385440528300137e+02,2.950162288434535185e+02
2.292473966234802596e+00,2.633143345257010992e+02,2.633966642221522534e+02,2.645932905264334067e+02,3.497625468700139209e+02,2.388577700469037666e+02,2.651666774818943395e+02,2.950147806629435649e+02
2.297707925061823087e+00,2.633143427103674981e+02,2.633985796484184903e+02,2.645612518320641016e+02,3.497158003519736553e+02,2.386395318309523361e+02,2.651563964551866093e+02,2.950131309818970067e+02
2.302941883888843133e+00,2.633143619281153178e+02,2.633975078925142839e+02,2.645258289062614949e+02,3.497505648120756518e+02,2.384222861728842418e+02,2.651601600642651420e+02,2.949969842960788924e+02
2.308175842715863180e+00,2.633143609798040075e+02,2.633962109948858483e+02,2.644953362673243191e+02,3.497142800921421326e+02,2.382036721563998469e+02,2.650812281391425245e+02,2.950046674276022145e+02
2.313409801542883226e+00,2.633143899846327827e+02,2.637520691666136372e+02,2.644566820545484802e+02,3.497587757247146101e+02,2.379972131094093868e+02,2.650776698737573156e+02,2.950016742915412920e+02
2.318643760369903273e+00,2.633144146912469523e+02,2.637479137023603926e+02,2.644374553964844381e+02,3.497144520806193668e+02,2.377712756994949359e+02,2.650698387331748336e+02,2.950007808444561874e+02
2.323877719196923319e+00,2.633144403531744047e+02,2.637464687900990725e+02,2.644162774303155743e+02,3.497326515558449387e+02,2.375495047224198402e+02,2.650640823340830252e+02,2.950053970532825360e+02
2.329111678023943366e+00,2.633144635234614270e+02,2.637516173692219468e+02,2.643937923004237405e+02,3.497345291257058761e+02,2.373480024456289925e+02,2.650851644697133906e+02,2.950047751649228189e+02
2.334345636850963412e+00,2.633144810438142258e+02,2.637617754872968590e+02,2.643683939280168715e+02,3.497379872316479918e+02,2.371455733599853204e+02,2.650796954359757933e+02,2.949992352310891874e+02
2.339579595677983903e+00,2.633144950873288508e+02,2.637620030358547183e+02,2.643372488495663220e+02,3.497409633333375041e+02,2.369418108978094324e+02,2.650854722944616810e+02,2.950051252623136975e+02
2.344813554505003950e+00,2.633145065115604666e+02,2.637620299104227684e+02,2.643113283317665037e+02,3.497455145871079480e+02,2.367827293646449220e+02,2.650674231477244689e+02,2.949353359312053726e+02
2.350047513332023996e+00,2.633145244382874921e+02,2.637659561354426501e+02,2.642940382570067186e+02,3.497516080658352280e+02,2.365546816178288907e+02,2.650315459313850965e+02,2.949421544633288477e+02
2.355281472159044043e+00,2.633145154967551207e+02,2.637477674590048196e+02,2.642767864665348725e+02,3.497224040291427514e+02,2.363192161684245320e+02,2.650190500358520467e+02,2.949383687461136674e+02
2.360515430986064089e+00,2.633145403409065466e+02,2.637491248328516349e+02,2.642545395460902000e+02,3.497107082407381995e+02,2.360630237997416714e+02,2.649234790803314468e+02,2.949407506140972828e+02
2.365749389813084136e+00,2.633145561057440887e+02,2.637477209935149745e+02,2.642382998573974646e+02,3.496896999384746891e+02,2.358061988757821439e+02,2.649036049997751547e+02,2.951239692045303968e+02
2.370983348640104182e+00,2.633145613399741478e+02,2.637499304234891611e+02,2.642526877911678298e+02,3.496929644331321470e+02,2.355693058165476543e+02,2.648688083165695843e+02,2.951377268961938967e+02
2.376217307467124229e+00,2.633145600224507916e+02,2.637519306422590262e+02,2.644646544099024936e+02,3.496927897595928130e+02,2.353205137857895579e+02,2.648847957259576447e+02,2.951354086047148826e+02
2.381451266294144276e+00,2.633145829974119465e+02,2.637485671119696349e+02,2.644550012744905985e+02,3.497493211565449656e+02,2.350702331247935035e+02,2.648766535966300353e+02,2.951333145948962624e+02
2.386685225121164766e+00,2.633145937165364217e+02,2.637490574355952617e+02,2.644363484030218387e+02,3.497667632763640881e+02,2.348182925170164594e+02,2.648490797199598887e+02,2.951104729821418005e+02
2.391919183948184813e+00,2.633145898556279576e+02,2.637484429462427897e+02,2.644332893902454771e+02,3.500842536971856589e+02,2.345464043626985529e+02,2.648944076901561857e+02,2.951186069092990465e+02
2.397153142775204859e+00,2.633145875998805536e+02,2.637337192080421460e+02,2.644363805765627262e+02,3.509176663954173705e+02,2.342769864909315061e+02,2.649078806253515950e+02,2.951182058962151586e+02
2.402387101602224906e+00,2.633145848246382457e+02,2.637345378318934195e+02,2.644175518497260100e+02,3.510118611829214501e+02,2.339849149868443305e+02,2.648964507029035076e+02,2.951163985683885471e+02
2.407621060429244952e+00,2.633145924991619609e+02,2.637504061911640179e+02,2.643813327971315061e+02,3.511211602493103783e+02,2.336755222705278641e+02,2.648830256632681994e+02,2.951090733482818678e+02
2.412855019256264999e+00,2.633146027835286986e+02,2.637509018323285659e+02,2.643613363822209408e+02,3.511203288452958873e+02,2.333686005915292867e+02,2.648422005325643909e+02,2.951098793654175552e+02
2.418088978083285046e+00,2.633145955005819587e+02,2.637485115614260280e+02,2.643538182779600447e+02,3.511227722326526646e+02,2.330445443174812965e+02,2.648857269815448490e+02,2.950884276643660087e+02
2.423322936910305092e+00,2.633145924515947058e+02,2.637490799573335494e+02,2.643458738615958623e+02,3.511329769950716013e+02,2.327382793407686279e+02,2.648586833520948858e+02,2.951266082927787124e+02
2.428556895737325139e+00,2.633145861788817115e+02,2.637518789801032426e+02,2.643433996407217137e+02,3.511847204546842818e+02,2.324445575845603003e+02,2.648472159730923181e+02,2.951138240494348111e+02
2.433790854564345629e+00,2.633145991402803361e+02,2.637502320747332192e+02,2.643393980155829013e+02,3.512073998309774652e+02,2.321362861017649948e+02,2.648826610806102053e+02,2.951195260134899172e+02
