0,3,87.45,6543.21,1414.36,6965.59,P2
0,1,87.45,6543.21,961.93,5658.44,P3
1,4,961.93,5658.44,2361.11,6965.02,P9
2,1,2649.18,5658.44,961.93,5658.44,P6
2,5,2649.18,5658.44,3750.55,5656.4,P7
3,4,1414.36,6965.59,2361.11,6965.02,P4
3,1,1414.36,6965.59,961.93,5658.44,P5
4,2,2361.11,6965.02,2649.18,5658.44,P8
5,6,3750.55,5656.4,4091.79,5653.12,VALVE
7,0,-529.84,7427.98,87.45,6543.21,P1
