Time,JUNCTION-16,JUNCTION-20,JUNCTION-30,JUNCTION-45,JUNCTION-90
2.203435257214418075e-01,2.633543251464769241e+02,2.633575621927591328e+02,2.641051458757816590e+02,3.539470352853052759e+02,2.640412682833169242e+02
2.253513331242018580e-01,2.633543251464780042e+02,2.633575621927271868e+02,2.641051458758317949e+02,3.539470364773860638e+02,2.640412683570468175e+02
2.303591405269618808e-01,2.633543251464785158e+02,2.633575618325181154e+02,2.641051458758715853e+02,3.539470364773913502e+02,2.640412684760165121e+02
2.353669479297219314e-01,2.633543251464789137e+02,2.633575618324617835e+02,2.641051458759217212e+02,3.539470364773921460e+02,2.640412677900574181e+02
2.403747553324819819e-01,2.633543251464792547e+02,2.633575618324347829e+02,2.641051458759616253e+02,3.539470364773977735e+02,2.640412678308452996e+02
2.453825627352420047e-01,2.633543251464801642e+02,2.633575618323787921e+02,2.641051458760116475e+02,3.539470364773983988e+02,2.640412665910937449e+02
2.503903701380020275e-01,2.633543251464806758e+02,2.633575618323519620e+02,2.641051458760512674e+02,3.539470364774039695e+02,2.640412672597681762e+02
2.553981775407621058e-01,2.633543251464811874e+02,2.633575618322959144e+02,2.641051458761018012e+02,3.539470364774047084e+02,2.640412661615707179e+02
2.604059849435221285e-01,2.633543251464815853e+02,2.633575618322690843e+02,2.641051458761412505e+02,3.539470364774104496e+02,2.640412645643342557e+02
2.654137923462821513e-01,2.633543251464822106e+02,2.633575618322132641e+02,2.641051458761915001e+02,3.539470364774109044e+02,2.640412638528134721e+02
2.704215997490422296e-01,2.633543251464828359e+02,2.633575618321864908e+02,2.641051458762312336e+02,3.539470364774164182e+02,2.640412639517653020e+02
2.754294071518022524e-01,2.633543251464832338e+02,2.633575618321303864e+02,2.641051458762813695e+02,3.539470364774172140e+02,2.640412633668785816e+02
2.804372145545622752e-01,2.633543251464839159e+02,2.633575618321036131e+02,2.641051458763214441e+02,3.539470364774232394e+02,2.640412626938483527e+02
2.854450219573223535e-01,2.633543251464843706e+02,2.633575618320478497e+02,2.641051458763712958e+02,3.539470364774239215e+02,2.640412621286264994e+02
2.904528293600823763e-01,2.633543175954275739e+02,2.633575648234687492e+02,2.641051458764112567e+02,3.539470364774291511e+02,2.640412620850735834e+02
2.954606367628423991e-01,2.633543175954275739e+02,2.633575648233914990e+02,2.641051458764612221e+02,3.539470364774297764e+02,2.640412598523551537e+02
3.004684441656024774e-01,2.633543175954366689e+02,2.633575648233643847e+02,2.641051458765011830e+02,3.539470364774355744e+02,2.640412600742204745e+02
3.054762515683625002e-01,2.633543175954367825e+02,2.633575650465581361e+02,2.641051458765515463e+02,3.539470364774362565e+02,2.640412601502996495e+02
3.104840589711225229e-01,2.633543190165361239e+02,2.633575650465326703e+02,2.641051458765911661e+02,3.539470364774416566e+02,2.640412603031859931e+02
3.154918663738826012e-01,2.633543190165349870e+02,2.633575650464335354e+02,2.641051458766415294e+02,3.539470364774426230e+02,2.640412606123799151e+02
3.204996737766426240e-01,2.633543190165429451e+02,2.633575650464081264e+02,2.641051458766809787e+02,3.539470337238803950e+02,2.640412605148317766e+02
3.255074811794026468e-01,2.633543207636626562e+02,2.633575650463092188e+02,2.641051458767312283e+02,3.539470337238770981e+02,2.640412606819297707e+02
3.305152885821627251e-01,2.633543205281491169e+02,2.633575650462835824e+02,2.641051458767709619e+02,3.539470337239006881e+02,2.640412588585681419e+02
3.355230959849227479e-01,2.633543205281465589e+02,2.633575657131296452e+02,2.641051458768211546e+02,3.539470337238979596e+02,2.640412594052656914e+02
3.405309033876827707e-01,2.633543236568385169e+02,2.633575657131249841e+02,2.641051458768608882e+02,3.539470337239205264e+02,2.640412614545068095e+02
3.455387107904428490e-01,2.633543236568373800e+02,2.633575657129646288e+02,2.641051458769107398e+02,3.539470355419167618e+02,2.640412625663629456e+02
3.505465181932028718e-01,2.633543236324925942e+02,2.633575657129598540e+02,2.641051458769507008e+02,3.539470355489562508e+02,2.640412630827232192e+02
3.555543255959628945e-01,2.633543238064181651e+02,2.633575657127998397e+02,2.641051464853833863e+02,3.539470355564739634e+02,2.640412626103745879e+02
3.605621329987229728e-01,2.633543257186196342e+02,2.633575657127952923e+02,2.641051464854249957e+02,3.539470355635004353e+02,2.640412610609635635e+02
3.655699404014829956e-01,2.633543256886821382e+02,2.633575657126347664e+02,2.641051544801496789e+02,3.539470355709910905e+02,2.640412610915498135e+02
3.705777478042430184e-01,2.633543262295419254e+02,2.633575657126303895e+02,2.641051544924468431e+02,3.539470367264904098e+02,2.640412617497462975e+02
3.755855552070030967e-01,2.633543262295427780e+02,2.633575657124700911e+02,2.641051545056585041e+02,3.539470367154229962e+02,2.640412621464566882e+02
3.805933626097631195e-01,2.633543263736240760e+02,2.633575656630727053e+02,2.641051545179269624e+02,3.539470367047321133e+02,2.640412621281057568e+02
3.856011700125231423e-01,2.633543264036118785e+02,2.633575656629205355e+02,2.641051545311080986e+02,3.539470366936839696e+02,2.640412614030821032e+02
3.906089774152832206e-01,2.633543331078800520e+02,2.633575656629278683e+02,2.641051545433478509e+02,3.539470366830129819e+02,2.640412617607141215e+02
3.956167848180432434e-01,2.633543333479389617e+02,2.633575656627758690e+02,2.641051545564987464e+02,3.539470367218406182e+02,2.640412614619277747e+02
4.006245922208032662e-01,2.633543333639196362e+02,2.633575656627824628e+02,2.641051545687095086e+02,3.539470367118493641e+02,2.640412608117189279e+02
4.056323996235633444e-01,2.633543333644304880e+02,2.633575656626304635e+02,2.641051545818302770e+02,3.539470367014157546e+02,2.640412604828925396e+02
4.106402070263233672e-01,2.633543338655867956e+02,2.633575656626376826e+02,2.641051545940117649e+02,3.539470366914437705e+02,2.640412610349522993e+02
4.156480144290833900e-01,2.633543338701348375e+02,2.633575656624857970e+02,2.641051546071029748e+02,3.539470367422585468e+02,2.640412642835667612e+02
4.206558218318434683e-01,2.633543339633954474e+02,2.633575656624929024e+02,2.641051546192559840e+02,3.539470349300499379e+02,2.640412649686202258e+02
4.256636292346034911e-01,2.633543340795419567e+02,2.633575656623408463e+02,2.641051540982068673e+02,3.539470349218599381e+02,2.640412630280328017e+02
4.306714366373635139e-01,2.633543345196773657e+02,2.633575656623480654e+02,2.641051541103308296e+02,3.539470349139326686e+02,2.640412624445924052e+02
4.356792440401235922e-01,2.633543345114014187e+02,2.633575656621962366e+02,2.641051541233628086e+02,3.539470349057355634e+02,2.640412618187725684e+02
4.406870514428836150e-01,2.633543347621784392e+02,2.633575656501422486e+02,2.641051541354582355e+02,3.539470348978211405e+02,2.640412635509876509e+02
4.456948588456436378e-01,2.633543347628774427e+02,2.633575656499957631e+02,2.641051541484601444e+02,3.539470348591980837e+02,2.640412647126159413e+02
4.507026662484037161e-01,2.633543347888082167e+02,2.633575656500112814e+02,2.641051541605270927e+02,3.539470348512037958e+02,2.640412644641090196e+02
4.557104736511637388e-01,2.633543348147064194e+02,2.633575656858881189e+02,2.641051541734993293e+02,3.539470348429796331e+02,2.640412644032484195e+02
4.607182810539237616e-01,2.633543335023891814e+02,2.633575656859051151e+02,2.641051541855375717e+02,3.539470348349980782e+02,2.640412615221831629e+02
4.657260884566838399e-01,2.633543335322074768e+02,2.633575656857544232e+02,2.641051541984797950e+02,3.539470351228882805e+02,2.640412620763659106e+02
4.707338958594438627e-01,2.633543335796958900e+02,2.633575656857708509e+02,2.641051542104898431e+02,3.539470358236440006e+02,2.640412620112054469e+02
4.757417032622038855e-01,2.633543335800164300e+02,2.633575656856203295e+02,2.641051542234030762e+02,3.539470358152182712e+02,2.640412616694767962e+02
4.807495106649639638e-01,2.633543336553045719e+02,2.633575656856370415e+02,2.641051542353843047e+02,3.539470358071314990e+02,2.640412618445612338e+02
4.857573180677239866e-01,2.633543336607716583e+02,2.633575654612489529e+02,2.641051542482671266e+02,3.539470357987117382e+02,2.640412616517791662e+02
4.907651254704840094e-01,2.633543297593105308e+02,2.633575654612587300e+02,2.641051542602198765e+02,3.539470357906316735e+02,2.640412621698574753e+02
4.957729328732440321e-01,2.633543297875127109e+02,2.633575654611099139e+02,2.641051544323640314e+02,3.539470357218480672e+02,2.640412619426950869e+02
