Time,JUNCTION-16,JUNCTION-20,JUNCTION-30,JUNCTION-45,JUNCTION-90,JUNCTION-23,416-B
1.638706004254839854e+01,3.227054407106246572e+02,2.662076133627097647e+02,2.489671867915867267e+02,4.886547672205698518e+02,2.143614680060531441e+02,2.768410233707605244e+02,3.766647561857628830e+02
1.639205609743941849e+01,3.244915495827123664e+02,2.672396988231927821e+02,2.475327630858194823e+02,4.888051645961448344e+02,2.157656239178209034e+02,2.755075553615012609e+02,3.868116189472463020e+02
1.639705215233044200e+01,3.258518474246665733e+02,2.677757868231133784e+02,2.457266030910311940e+02,4.893266224501132342e+02,2.169782623503072045e+02,2.748887367350328077e+02,4.005380676682319745e+02
1.640204820722146195e+01,3.267271429566588949e+02,2.677130818427957593e+02,2.441495842903581206e+02,4.898574302926247128e+02,2.181737041255360054e+02,2.745093179462489275e+02,4.108436327127213872e+02
1.640704426211248190e+01,3.273872387933477626e+02,2.679237894772463733e+02,2.420217384556534626e+02,4.914072422308851174e+02,2.195838364417778621e+02,2.747840517714829502e+02,4.218583886744610822e+02
1.641204031700350185e+01,3.289097886118827887e+02,2.687874105396791151e+02,2.392335432117327514e+02,4.917753404574568208e+02,2.211585011585705729e+02,2.752315909592390994e+02,4.318040894157068692e+02
1.641703637189452536e+01,3.305202675978172806e+02,2.694096802587464481e+02,2.363654674074971354e+02,4.923776422707994698e+02,2.224422694970734824e+02,2.752811719181458443e+02,4.391214520084987498e+02
1.642203242678554531e+01,3.316069133711150130e+02,2.696399486189129107e+02,2.336850903256150218e+02,4.938574607761016750e+02,2.235413122334213654e+02,2.752728263120995393e+02,4.466997235519348237e+02
1.642702848167656526e+01,3.316428542924439284e+02,2.697548645050837308e+02,2.315539883681038589e+02,4.958566341413737746e+02,2.244924503992897939e+02,2.753078481086121201e+02,4.553847763944444296e+02
1.643202453656758522e+01,3.317245234122580655e+02,2.697356355380275659e+02,2.299589636481005925e+02,4.956179751165783500e+02,2.255741846254309451e+02,2.753676326293586953e+02,4.546375503527916067e+02
1.643702059145860872e+01,3.317223682381749086e+02,2.699577213323881892e+02,2.283063530904450431e+02,4.950351140527377538e+02,2.260668105502085155e+02,2.749058092937729612e+02,4.553942833747001373e+02
1.644201664634962867e+01,3.322553109793444719e+02,2.701168526413869131e+02,2.265096494259391875e+02,4.937139363942237082e+02,2.264891804773076558e+02,2.735837076104451171e+02,4.561952697476750132e+02
1.644701270124064862e+01,3.317747111141792402e+02,2.706812317495499087e+02,2.246548518607968958e+02,4.910917650140876844e+02,2.270288567567087341e+02,2.723056903429539375e+02,4.604014559977041472e+02
1.645200875613166858e+01,3.302760441564215057e+02,2.716869789230364631e+02,2.233782079943773908e+02,4.907826287610793088e+02,2.276090401634914997e+02,2.712907495985320452e+02,4.651766214136395092e+02
1.645700481102269208e+01,3.280048444726606363e+02,2.726137735575049419e+02,2.216825661183736997e+02,4.901765560200312848e+02,2.277099781249664261e+02,2.704043358541438238e+02,4.667852565461976724e+02
1.646200086591371203e+01,3.256728709696242845e+02,2.738520533307008691e+02,2.202327392381491507e+02,4.905864301178955316e+02,2.286056357810748807e+02,2.694639203679545290e+02,4.698979020827479758e+02
1.646699692080473199e+01,3.240593956028076832e+02,2.747805826474203741e+02,2.186340917872188072e+02,4.913418437716471203e+02,2.300690372620098856e+02,2.686420164817220098e+02,4.730559281211802158e+02
1.647199297569575194e+01,3.218767821225052330e+02,2.753665468258193982e+02,2.173217994836493574e+02,4.929991516728995293e+02,2.316297191790060310e+02,2.681386318481852982e+02,4.729550427077592758e+02
1.647698903058677544e+01,3.203711758026333314e+02,2.761751794119548435e+02,2.170159168806017078e+02,4.943131160375386912e+02,2.333840927357054511e+02,2.671036425627882522e+02,4.755176731528031269e+02
1.648198508547779539e+01,3.196739604886369648e+02,2.769370454241455946e+02,2.167033445591449663e+02,4.958387339185867404e+02,2.351815273320373478e+02,2.664166338596673995e+02,4.758622856292819279e+02
1.648698114036881535e+01,3.184443872271404530e+02,2.776046218240418284e+02,2.162958549438419027e+02,4.980633991493654662e+02,2.367630350132834565e+02,2.659333264788245401e+02,4.772045728268506650e+02
1.649197719525983530e+01,3.174878533920592076e+02,2.782963990242902810e+02,2.165355802069032904e+02,4.987309959725207023e+02,2.382349455728850671e+02,2.643639595573803263e+02,4.775341157293428864e+02
1.649697325015085880e+01,3.162088513173847559e+02,2.782975796689608501e+02,2.158360564897980680e+02,4.989714082180867081e+02,2.400754994189489366e+02,2.623489619556292496e+02,4.810976619716518030e+02
1.650196930504187875e+01,3.140151741190591679e+02,2.778715825013845802e+02,2.151220079232982698e+02,4.989477160268421017e+02,2.415472006129733984e+02,2.601802839915505956e+02,4.863439942690267799e+02
1.650696535993289871e+01,3.126945452569483450e+02,2.768576080771256329e+02,2.143101156028877483e+02,4.989471028521759877e+02,2.428576077268322706e+02,2.580358291457373525e+02,4.874739038597481340e+02
1.651196141482391866e+01,3.115995918134240128e+02,2.758045422065883372e+02,2.143822209331288775e+02,4.988839742249671190e+02,2.444588628157342214e+02,2.558489982652674826e+02,4.896655456738731687e+02
1.651695746971494216e+01,3.120931986804392864e+02,2.754937137466515082e+02,2.146005809206439778e+02,4.980858713041718602e+02,2.467480475481135329e+02,2.535582634074779946e+02,4.923013358563056840e+02
1.652195352460596212e+01,3.118607761926920716e+02,2.750877609645869484e+02,2.150422099436607084e+02,4.973620122498613796e+02,2.487561416639466927e+02,2.520328948887184310e+02,4.924153060502201811e+02
1.652694957949698207e+01,3.110559888971829992e+02,2.748917986159306679e+02,2.160537186298105610e+02,4.960345647928442077e+02,2.511150513430107480e+02,2.504520000607708710e+02,4.918970247755059972e+02
1.653194563438800202e+01,3.097355934495818701e+02,2.745629318507244534e+02,2.172566763420921347e+02,4.963013080820138043e+02,2.531895990298588117e+02,2.487513649359887040e+02,4.880713037987172243e+02
1.653694168927902552e+01,3.079395686990238232e+02,2.741506013855379251e+02,2.183426550094085030e+02,4.966311941551603013e+02,2.554548226726855660e+02,2.469355787855851077e+02,4.831560250031858459e+02
1.654193774417004548e+01,3.064850178815734125e+02,2.732763371410345030e+02,2.189006796125417509e+02,4.970998046809207267e+02,2.583494717282193847e+02,2.456521520143743373e+02,4.801674772100882933e+02
1.654693379906106543e+01,3.049856068398153184e+02,2.724851851749825755e+02,2.191151941769268490e+02,4.980849754750061038e+02,2.606513818225031400e+02,2.442581280394775263e+02,4.746734222673911745e+02
1.655192985395208538e+01,3.033384714792926502e+02,2.723469239506360964e+02,2.189963644125911344e+02,4.983546812942668680e+02,2.626738880617261316e+02,2.437491861883661670e+02,4.665124750220441001e+02
1.655692590884310889e+01,3.018585821196507482e+02,2.720221816042014780e+02,2.187195344949139724e+02,4.986982294324987492e+02,2.652710763417438784e+02,2.433534171071807179e+02,4.600969035960773681e+02
1.656192196373412884e+01,3.009153147230156833e+02,2.718027697671203100e+02,2.186739462738031250e+02,4.980016940499971270e+02,2.673496765117059795e+02,2.425614754400406241e+02,4.564405059351361160e+02
1.656691801862514879e+01,3.002465312659730898e+02,2.712230722118587778e+02,2.179765500544036740e+02,4.970879528474281983e+02,2.693202708355149753e+02,2.416987957812214631e+02,4.531133938953810230e+02
1.657191407351616874e+01,3.002698322818963561e+02,2.702174932281969859e+02,2.168350291513698949e+02,4.956336414008149518e+02,2.716357871747881632e+02,2.416983010973495709e+02,4.514851911984944763e+02
1.657691012840719225e+01,3.001212267250082277e+02,2.695022214054582150e+02,2.155846615343247947e+02,4.945873619054401615e+02,2.734451224485015359e+02,2.421359787339895320e+02,4.529750009428128692e+02
