Time,JUNCTION-73
7.344200689800653992e-01,0.000000000000000000e+00
7.394161238710862394e-01,0.000000000000000000e+00
7.444121787621070796e-01,0.000000000000000000e+00
7.494082336531280308e-01,0.000000000000000000e+00
7.544042885441488711e-01,0.000000000000000000e+00
7.594003434351697113e-01,0.000000000000000000e+00
7.643963983261905515e-01,0.000000000000000000e+00
7.693924532172113917e-01,0.000000000000000000e+00
7.743885081082322319e-01,0.000000000000000000e+00
7.793845629992530721e-01,0.000000000000000000e+00
7.843806178902739124e-01,0.000000000000000000e+00
7.893766727812948636e-01,0.000000000000000000e+00
7.943727276723157038e-01,0.000000000000000000e+00
7.993687825633365440e-01,0.000000000000000000e+00
8.043648374543573842e-01,0.000000000000000000e+00
8.093608923453782245e-01,0.000000000000000000e+00
8.143569472363990647e-01,0.000000000000000000e+00
8.193530021274199049e-01,0.000000000000000000e+00
8.243490570184407451e-01,0.000000000000000000e+00
8.293451119094615853e-01,0.000000000000000000e+00
8.343411668004825366e-01,0.000000000000000000e+00
8.393372216915033768e-01,0.000000000000000000e+00
8.443332765825242170e-01,0.000000000000000000e+00
8.493293314735450572e-01,0.000000000000000000e+00
8.543253863645658974e-01,0.000000000000000000e+00
8.593214412555867376e-01,0.000000000000000000e+00
8.643174961466075779e-01,0.000000000000000000e+00
8.693135510376284181e-01,0.000000000000000000e+00
8.743096059286493693e-01,0.000000000000000000e+00
8.793056608196702095e-01,0.000000000000000000e+00
8.843017157106910497e-01,0.000000000000000000e+00
8.892977706017118900e-01,0.000000000000000000e+00
8.942938254927327302e-01,0.000000000000000000e+00
8.992898803837535704e-01,0.000000000000000000e+00
9.042859352747744106e-01,0.000000000000000000e+00
9.092819901657952508e-01,0.000000000000000000e+00
9.142780450568160910e-01,0.000000000000000000e+00
9.192740999478370423e-01,0.000000000000000000e+00
9.242701548388578825e-01,0.000000000000000000e+00
9.292662097298787227e-01,0.000000000000000000e+00
9.342622646208995629e-01,0.000000000000000000e+00
9.392583195119204031e-01,0.000000000000000000e+00
9.442543744029412434e-01,0.000000000000000000e+00
9.492504292939620836e-01,0.000000000000000000e+00
9.542464841849829238e-01,0.000000000000000000e+00
9.592425390760037640e-01,0.000000000000000000e+00
9.642385939670247152e-01,0.000000000000000000e+00
9.692346488580455555e-01,0.000000000000000000e+00
9.742307037490663957e-01,0.000000000000000000e+00
9.792267586400872359e-01,0.000000000000000000e+00
9.842228135311080761e-01,0.000000000000000000e+00
9.892188684221289163e-01,0.000000000000000000e+00
9.942149233131497565e-01,0.000000000000000000e+00
9.992109782041705968e-01,0.000000000000000000e+00
1.004207033095191548e+00,8.654087483976852062e-04
1.009203087986212388e+00,1.721497398130628293e-03
1.014199142877233228e+00,2.568342000485392476e-03
1.019195197768254069e+00,3.406018769274456875e-03
1.024191252659274909e+00,4.234603468640314901e-03
1.029187307550295749e+00,5.054172357946874403e-03
1.034183362441316589e+00,5.864800791169255852e-03
1.039179417332337430e+00,6.666565002668788965e-03
1.044175472223358270e+00,7.459540004397334674e-03
1.049171527114379110e+00,8.243801953914943817e-03
1.054167582005399950e+00,9.019425508595720412e-03
1.059163636896420790e+00,9.786486584849363873e-03
1.064159691787441631e+00,1.055546877888760560e-02
1.069155746678462693e+00,1.131749986850571349e-02
1.074151801569483533e+00,1.207262462967383099e-02
1.079147856460504373e+00,1.282088881233212074e-02
1.084143911351525214e+00,1.356233717301844749e-02
1.089139966242546054e+00,1.429701585574710485e-02
1.094136021133566894e+00,1.502496936244498808e-02
1.099132076024587734e+00,1.574624392451879143e-02
1.104128130915608574e+00,1.646088391234162493e-02
1.109124185806629415e+00,1.716893591796003413e-02
1.114120240697650255e+00,1.787044372690652430e-02
1.119116295588671095e+00,1.856545438012457971e-02
1.124112350479691935e+00,1.925824576533239837e-02
1.129108405370712775e+00,1.994494496158352032e-02
1.134104460261733616e+00,2.062559239861315105e-02
1.139100515152754456e+00,2.130023095893796362e-02
1.144096570043775296e+00,2.196890170757948013e-02
1.149092624934796136e+00,2.263164767281759804e-02
1.154088679825817199e+00,2.329740878018684777e-02
1.159084734716838039e+00,2.395776782800628640e-02
1.164080789607858879e+00,2.461275329342821339e-02
1.169076844498879719e+00,2.526239642293644921e-02
1.174072899389900559e+00,2.590672564705009603e-02
1.179068954280921400e+00,2.654577320140126193e-02
1.184065009171942240e+00,2.718095035209230209e-02
1.189061064062963080e+00,2.781098278411343536e-02
1.194057118953983920e+00,2.843589842208140220e-02
1.199053173845004761e+00,2.905573021547869575e-02
1.204049228736025601e+00,2.967050517588617001e-02
1.209045283627046441e+00,3.028025693803996013e-02
1.214041338518067281e+00,3.089037832085504004e-02
1.219037393409088121e+00,3.149574465475206420e-02
1.224033448300108962e+00,3.209638126980898787e-02
1.229029503191129802e+00,3.269231652416895034e-02
1.234025558082150642e+00,3.329673301121360840e-02
1.239021612973171704e+00,3.389685139003366376e-02
1.244017667864192545e+00,3.449435723165193007e-02
1.249013722755213385e+00,3.508764649196098595e-02
1.254009777646234225e+00,3.567673192772633645e-02
1.259005832537255065e+00,3.626163258496820085e-02
1.264001887428275905e+00,3.684236144746341063e-02
1.268997942319296746e+00,3.741893885875841042e-02
1.273993997210317586e+00,3.799370079519574783e-02
1.278990052101338426e+00,3.856442499448013705e-02
1.283986106992359266e+00,3.913112421315024375e-02
1.288982161883380106e+00,3.969381827742981400e-02
1.293978216774400947e+00,4.025985574951019413e-02
1.298974271665421787e+00,4.082210132557761995e-02
1.303970326556442627e+00,4.138276746393617506e-02
1.308966381447463467e+00,4.193972216636596834e-02
1.313962436338484308e+00,4.249297508457156036e-02
1.318958491229505148e+00,4.304254279340292977e-02
1.323954546120526210e+00,4.358077858055200982e-02
1.328950601011547050e+00,4.411524728942857465e-02
1.333946655902567890e+00,4.469794956436191208e-02
1.338942710793588731e+00,4.527759868060120263e-02
1.343938765684609571e+00,4.585418342619673737e-02
1.348934820575630411e+00,4.642769124832320238e-02
1.353930875466651251e+00,4.700116211917401698e-02
1.358926930357672092e+00,4.757161549542759243e-02
1.363922985248692932e+00,4.817393351302799720e-02
1.368919040139713772e+00,4.877356119924408651e-02
1.373915095030734612e+00,4.937048145890735734e-02
1.378911149921755452e+00,4.996466616754777212e-02
1.383907204812776293e+00,5.055543987835865727e-02
1.388903259703797133e+00,5.114343483344926944e-02
1.393899314594817973e+00,5.171574967974625764e-02
1.398895369485838813e+00,5.228535508878047466e-02
1.403891424376859653e+00,5.285449743728148908e-02
1.408887479267880716e+00,5.342092915219822519e-02
1.413883534158901556e+00,5.398593027010178264e-02
1.418879589049922396e+00,5.454823228942584645e-02
1.423875643940943236e+00,5.510865463651431345e-02
1.428871698831964077e+00,5.560857687656597242e-02
1.433867753722984917e+00,5.610556810605233508e-02
1.438863808614005757e+00,5.659965622186972217e-02
1.443859863505026597e+00,5.710964231491726106e-02
1.448855918396047437e+00,5.761687466835773569e-02
1.453851973287068278e+00,5.811837233387192464e-02
1.458848028178089118e+00,5.861712548899286612e-02
1.463844083069109958e+00,5.911636564137567190e-02
1.468840137960130798e+00,5.961291285547876823e-02
1.473836192851151639e+00,6.010817997129898338e-02
1.478832247742172479e+00,6.060077604017270747e-02
1.483828302633193319e+00,6.115717650098508734e-02
1.488824357524214159e+00,6.168046309166949626e-02
1.493820412415235221e+00,6.220113364786421239e-02
1.498816467306256062e+00,6.271918090426502335e-02
1.503812522197276902e+00,6.323080816641361845e-02
1.508808577088297742e+00,6.373987546741960442e-02
1.513804631979318582e+00,6.416306071569090330e-02
1.518800686870339423e+00,6.459201439439925252e-02
1.523796741761360263e+00,6.502362686911798695e-02
1.528792796652381103e+00,6.545261759910026012e-02
1.533788851543401943e+00,6.590106627893482782e-02
1.538784906434422783e+00,6.634698496483948382e-02
1.543780961325443624e+00,6.681430546674871351e-02
1.548777016216464464e+00,6.726687714394662121e-02
1.553773071107485304e+00,6.771651958150477768e-02
1.558769125998506144e+00,6.816376853637000355e-02
1.563765180889526984e+00,6.860435008543869229e-02
1.568761235780547825e+00,6.904264248390430680e-02
1.573757290671568665e+00,6.945550093171111439e-02
1.578753345562589727e+00,6.985722851479517215e-02
1.583749400453610567e+00,7.017048302778194913e-02
1.588745455344631408e+00,7.048109916554901044e-02
1.593741510235652248e+00,7.077116436544456102e-02
1.598737565126673088e+00,7.106707035425562091e-02
1.603733620017693928e+00,7.138371030296565556e-02
1.608729674908714768e+00,7.169594834826191476e-02
1.613725729799735609e+00,7.201437203803524867e-02
1.618721784690756449e+00,7.233061445797202282e-02
1.623717839581777289e+00,7.268466019268068901e-02
1.628713894472798129e+00,7.303661325255261794e-02
1.633709949363818970e+00,7.338675093778650182e-02
1.638706004254839810e+00,7.372584610287896689e-02
1.643702059145860650e+00,7.405351183996901343e-02
1.648698114036881490e+00,7.437877640306399252e-02
1.653694168927902330e+00,7.468569077184140925e-02
1.658690223818923171e+00,7.497971532813808848e-02
1.663686278709944233e+00,7.530080661317223312e-02
1.668682333600965073e+00,7.561980382668531675e-02
1.673678388491985913e+00,7.591152478945240034e-02
1.678674443383006754e+00,7.620108098368047478e-02
1.683670498274027594e+00,7.651817070751153194e-02
1.688666553165048434e+00,7.682408773378456013e-02
1.693662608056069274e+00,7.713902739327697933e-02
1.698658662947090114e+00,7.746527746857662100e-02
1.703654717838110955e+00,7.781584064038404858e-02
1.708650772729131795e+00,7.816438829976055103e-02
1.713646827620152635e+00,7.847992443570887822e-02
1.718642882511173475e+00,7.878308707535083832e-02
1.723638937402194315e+00,7.887180365676606242e-02
1.728634992293215156e+00,7.920256116167237459e-02
1.733631047184235996e+00,7.953696193012570193e-02
1.738627102075256836e+00,7.986916279239457406e-02
1.743623156966277676e+00,8.015556649038439729e-02
1.748619211857298739e+00,8.044627192147105199e-02
1.753615266748319579e+00,8.073370335506654949e-02
1.758611321639340419e+00,8.104731004841292386e-02
1.763607376530361259e+00,8.137659286039351791e-02
1.768603431421382099e+00,8.170691455498997613e-02
1.773599486312402940e+00,8.202766126468145902e-02
1.778595541203423780e+00,8.226913076881665898e-02
1.783591596094444620e+00,8.247341385778307610e-02
1.788587650985465460e+00,8.264524386901675457e-02
1.793583705876486301e+00,8.278241788858420325e-02
1.798579760767507141e+00,8.291790457866055064e-02
1.803575815658527981e+00,8.309271920120880894e-02
1.808571870549548821e+00,8.328210792705872945e-02
1.813567925440569661e+00,8.344516171314968200e-02
1.818563980331590502e+00,8.365183158556829812e-02
1.823560035222611342e+00,8.385985679342787547e-02
1.828556090113632182e+00,8.406796186088538736e-02
1.833552145004653244e+00,8.430821357019495366e-02
1.838548199895674085e+00,8.453166620148971910e-02
1.843544254786694925e+00,8.474903813152001586e-02
1.848540309677715765e+00,8.495983102953080790e-02
1.853536364568736605e+00,8.518945571134754757e-02
1.858532419459757445e+00,8.543440423905028502e-02
1.863528474350778286e+00,8.572004808292757461e-02
1.868524529241799126e+00,8.600113087815840218e-02
1.873520584132819966e+00,8.631684410028114818e-02
1.878516639023840806e+00,8.665733602765994525e-02
1.883512693914861647e+00,8.700018653465141361e-02
1.888508748805882487e+00,8.734165140664375271e-02
1.893504803696903327e+00,8.768726496005752047e-02
1.898500858587924167e+00,8.803039387379778258e-02
1.903496913478945007e+00,8.839251787204895072e-02
1.908492968369965848e+00,8.874021308983556788e-02
1.913489023260986688e+00,8.910247347302258092e-02
1.918485078152007528e+00,8.946266923520633518e-02
1.923481133043028590e+00,8.978686830029895816e-02
1.928477187934049430e+00,9.010402957775934252e-02
1.933473242825070271e+00,9.040169682131238282e-02
1.938469297716091111e+00,9.073307125218429969e-02
1.943465352607111951e+00,9.104973740488510325e-02
1.948461407498132791e+00,9.137475176130659127e-02
1.953457462389153632e+00,9.173871716402305643e-02
1.958453517280174472e+00,9.205036307557204478e-02
1.963449572171195312e+00,9.234409550729297256e-02
1.968445627062216152e+00,9.262910622085811230e-02
1.973441681953236992e+00,9.291345196892837610e-02
1.978437736844257833e+00,9.320517240335626785e-02
1.983433791735278673e+00,9.350809869332177282e-02
1.988429846626299513e+00,9.379631478724449745e-02
1.993425901517320353e+00,9.408318233197045244e-02
1.998421956408341194e+00,9.436476124582766911e-02
2.003418011299362256e+00,9.446901934884448238e-02
2.008414066190383096e+00,9.458156950667513663e-02
2.013410121081403936e+00,9.460934352272776238e-02
2.018406175972424776e+00,9.465601201421428024e-02
2.023402230863445617e+00,9.465583085154682941e-02
2.028398285754466457e+00,9.468588712121611684e-02
2.033394340645487297e+00,9.467189700601429114e-02
2.038390395536508137e+00,9.460678196904814818e-02
2.043386450427528978e+00,9.464328149476890217e-02
2.048382505318549818e+00,9.472435137701293306e-02
2.053378560209570658e+00,9.477777927613263709e-02
2.058374615100591498e+00,9.485708172551179929e-02
2.063370669991612338e+00,9.494649033890673051e-02
2.068366724882633179e+00,9.503577348349787068e-02
2.073362779773654019e+00,9.520609553116600454e-02
2.078358834664674859e+00,9.536399351091028043e-02
2.083354889555695699e+00,9.551779729983751743e-02
2.088350944446716539e+00,9.570357566643197811e-02
2.093346999337737380e+00,9.591150247504684478e-02
2.098343054228758220e+00,9.611168635218467204e-02
2.103339109119779060e+00,9.630400608011577268e-02
2.108335164010799900e+00,9.648814561162051551e-02
2.113331218901820741e+00,9.669587542683300008e-02
2.118327273792841581e+00,9.689843970109705829e-02
2.123323328683862421e+00,9.711434923093194282e-02
2.128319383574883261e+00,9.735218937684952945e-02
2.133315438465904545e+00,9.755541188111038764e-02
2.138311493356925386e+00,9.773610551007826108e-02
2.143307548247946226e+00,9.797273393080840886e-02
2.148303603138967066e+00,9.826089964617960859e-02
2.153299658029987906e+00,9.852521881670173176e-02
2.158295712921008747e+00,9.875249050347220670e-02
2.163291767812029587e+00,9.894943748900728031e-02
2.168287822703050427e+00,9.918030570931313239e-02
2.173283877594071267e+00,9.943149074337528925e-02
2.178279932485092107e+00,9.969308624821283937e-02
2.183275987376112948e+00,9.989682217492230898e-02
2.188272042267133788e+00,1.000705319160314216e-01
2.193268097158154628e+00,1.002470880210887400e-01
2.198264152049175468e+00,1.004262133830345349e-01
2.203260206940196309e+00,1.005677522534706020e-01
2.208256261831217149e+00,1.007384408524888142e-01
2.213252316722237989e+00,1.008934564991151861e-01
2.218248371613258829e+00,1.010587753739180389e-01
2.223244426504279669e+00,1.012186552403713385e-01
2.228240481395300510e+00,1.013767726185802881e-01
2.233236536286321350e+00,1.016032012122416728e-01
2.238232591177342190e+00,1.017579831363663034e-01
2.243228646068363030e+00,1.019193696758616957e-01
2.248224700959383870e+00,1.020618917802158382e-01
2.253220755850404711e+00,1.021831892071837777e-01
2.258216810741425551e+00,1.022915295436380712e-01
2.263212865632446391e+00,1.024193719884224363e-01
2.268208920523467231e+00,1.025418157516023165e-01
2.273204975414488072e+00,1.026547214445696077e-01
2.278201030305508912e+00,1.027565907591336397e-01
2.283197085196529752e+00,1.028497916445406668e-01
2.288193140087550592e+00,1.029068863482990176e-01
2.293189194978571432e+00,1.029857482643751487e-01
2.298185249869592273e+00,1.030346457980709091e-01
2.303181304760613557e+00,1.030710601009938165e-01
2.308177359651634397e+00,1.030686255223504655e-01
2.313173414542655237e+00,1.030814314969512174e-01
2.318169469433676078e+00,1.030940753887467920e-01
2.323165524324696918e+00,1.031337162011812247e-01
2.328161579215717758e+00,1.032097153892333891e-01
2.333157634106738598e+00,1.032568671443061942e-01
2.338153688997759438e+00,1.032817894779743950e-01
2.343149743888780279e+00,1.033023044638695237e-01
2.348145798779801119e+00,1.033378909979800475e-01
2.353141853670821959e+00,1.033647391325669823e-01
2.358137908561842799e+00,1.034050669221217855e-01
2.363133963452863640e+00,1.033991174688086018e-01
2.368130018343884480e+00,1.033719533414546171e-01
2.373126073234905320e+00,1.033533260249592106e-01
2.378122128125926160e+00,1.033604502980812329e-01
2.383118183016947000e+00,1.033670919105450781e-01
2.388114237907967841e+00,1.034070626708800816e-01
2.393110292798988681e+00,1.034410783799346450e-01
2.398106347690009521e+00,1.034533135047866481e-01
2.403102402581030361e+00,1.034756995351776843e-01
2.408098457472051201e+00,1.034959890628927015e-01
2.413094512363072042e+00,1.034704215834414687e-01
2.418090567254092882e+00,1.034570817495190920e-01
2.423086622145113722e+00,1.034187340980671777e-01
2.428082677036134562e+00,1.033959619681702330e-01
2.433078731927155403e+00,1.033599270795178410e-01
2.438074786818176243e+00,1.032921699906162033e-01
2.443070841709197083e+00,1.032433861383517393e-01
2.448066896600217923e+00,1.032405615802236415e-01
2.453062951491238763e+00,1.032562608382668751e-01
2.458059006382259604e+00,1.032653729831987388e-01
2.463055061273280444e+00,1.032585272426540801e-01
2.468051116164301284e+00,1.032338105533796985e-01
2.473047171055322568e+00,1.031861407888588489e-01
2.478043225946343409e+00,1.031148367592830961e-01
2.483039280837364249e+00,1.030080951430894648e-01
2.488035335728385089e+00,1.029503914381555418e-01
2.493031390619405929e+00,1.029011898771054062e-01
2.498027445510426769e+00,1.029071168087459381e-01
2.503023500401447610e+00,1.028511113044934117e-01
2.508019555292468450e+00,1.027983941941909007e-01
2.513015610183489290e+00,1.027313930532938596e-01
2.518011665074510130e+00,1.026368497078415515e-01
2.523007719965530971e+00,1.025366131821376370e-01
2.528003774856551811e+00,1.024180849484208344e-01
2.532999829747572651e+00,1.023300343176335725e-01
2.537995884638593491e+00,1.022162979099445063e-01
2.542991939529614331e+00,1.021173511165568981e-01
2.547987994420635172e+00,1.019843940800987531e-01
2.552984049311656012e+00,1.018608039713921887e-01
2.557980104202676852e+00,1.017929974258757753e-01
2.562976159093697692e+00,1.016986397674481263e-01
2.567972213984718532e+00,1.016389098746574154e-01
2.572968268875739373e+00,1.015990500168010846e-01
2.577964323766760213e+00,1.015792528897610375e-01
2.582960378657781053e+00,1.015837308652905724e-01
2.587956433548801893e+00,1.015849787906261403e-01
2.592952488439822734e+00,1.015908222562603991e-01
2.597948543330843574e+00,1.016053647032927609e-01
2.602944598221864414e+00,1.016075372353926060e-01
2.607940653112885254e+00,1.015818606604893815e-01
2.612936708003906094e+00,1.015378507875174530e-01
2.617932762894926935e+00,1.014569613308952956e-01
2.622928817785947775e+00,1.013797281164772884e-01
2.627924872676968615e+00,1.013249219073955876e-01
2.632920927567989455e+00,1.012416063819770312e-01
2.637916982459010296e+00,1.011734625323099379e-01
2.642913037350031136e+00,1.011053075002335405e-01
2.647909092241052420e+00,1.010015394025345348e-01
2.652905147132073260e+00,1.008658392841726564e-01
2.657901202023094100e+00,1.007146551467480999e-01
2.662897256914114941e+00,1.005945683064290302e-01
2.667893311805135781e+00,1.005184825759725120e-01
2.672889366696156621e+00,1.004312359958468015e-01
2.677885421587177461e+00,1.004018512696749077e-01
2.682881476478198302e+00,1.003939848596228923e-01
2.687877531369219142e+00,1.004093294375373452e-01
2.692873586260239982e+00,1.004476692573491592e-01
2.697869641151260822e+00,1.005064846640089937e-01
2.702865696042281662e+00,1.005473674686015589e-01
2.707861750933302503e+00,1.006330146017495042e-01
2.712857805824323343e+00,1.007459151942661779e-01
2.717853860715344183e+00,1.008355931422907081e-01
2.722849915606365023e+00,1.008938398600809500e-01
2.727845970497385863e+00,1.009334656204579350e-01
2.732842025388406704e+00,1.010005326191848046e-01
2.737838080279427544e+00,1.010200061722901499e-01
2.742834135170448384e+00,1.010560821038576640e-01
2.747830190061469224e+00,1.010705153769011211e-01
2.752826244952490065e+00,1.011147792149487412e-01
2.757822299843510905e+00,1.011539566136738233e-01
2.762818354734531745e+00,1.010945995896811028e-01
2.767814409625552585e+00,1.010477086685556136e-01
2.772810464516573425e+00,1.010049358854520352e-01
2.777806519407594266e+00,1.010208377698418314e-01
2.782802574298615106e+00,1.010297160231153485e-01
2.787798629189635946e+00,1.010671481558876317e-01
2.792794684080656786e+00,1.011229114078532332e-01
2.797790738971677627e+00,1.012458558887960464e-01
2.802786793862698467e+00,1.013092498461739405e-01
2.807782848753719307e+00,1.013779879603391165e-01
2.812778903644740147e+00,1.014399009561255394e-01
2.817774958535761431e+00,1.015346969369737840e-01
2.822771013426782272e+00,1.016268909471392395e-01
2.827767068317803112e+00,1.017549186649770177e-01
2.832763123208823952e+00,1.019066645843158675e-01
2.837759178099844792e+00,1.020642033720147168e-01
2.842755232990865633e+00,1.021699533838686669e-01
2.847751287881886473e+00,1.022244264930999846e-01
2.852747342772907313e+00,1.022920789644393563e-01
2.857743397663928153e+00,1.023211656662108282e-01
2.862739452554948993e+00,1.022999295867259989e-01
2.867735507445969834e+00,1.022878763540499142e-01
2.872731562336990674e+00,1.023009752230404634e-01
2.877727617228011514e+00,1.023174837661583181e-01
2.882723672119032354e+00,1.023429280314691048e-01
2.887719727010053195e+00,1.023606564304564703e-01
2.892715781901074035e+00,1.023860858804177959e-01
2.897711836792094875e+00,1.023966983698053196e-01
2.902707891683115715e+00,1.023967870981327688e-01
